first_name,gender,birth_date,age,email,phone,address,city,current_job_title,department,sector,seniority_level,years_experience,highest_education,employment_type,contract_type,technical_skills,language_proficiency,current_salary_dzd,job_seeking_status,availability_date,social_media,education_history,work_history
وثّاب,Male,1965-06-22,59,وثّاب@wanadoo.fr,+213862079202,"67, boulevard Jacques
20324 Saint Georges-la-Forêt",In Salah,General Director,Pediatric Care,Healthcare,Junior,37,Licence,Internship,Alternance,"Project Management, Arabic/French Bilingual, Communication, Teamwork, Report Writing, Microsoft Office, Problem Solving, Strategic Planning, Adaptability, Critical Thinking, Presentation Skills, Negotiation","{'German': 'Intermediate', 'Spanish': 'Basic', 'Tamazight': 'Fluent'}",108000,Open to offers,2025-07-24,{},"[{'degree': 'Licence', 'institution': 'University of Skikda', 'field_of_study': 'ouvrier forestier forestière', 'start_year': 1984, 'end_year': 1987, 'grade': 'Good'}, {'degree': 'Bac', 'institution': 'Allain High School', 'field_study': 'Mathematics', 'start_year': 1981, 'end_year': 1984, 'grade': 'Very Good'}]","[{'company': 'Garcia', 'job_title': 'General Director', 'department': 'Pediatric Care', 'sector': 'Healthcare', 'start_date': '1997-02-01', 'end_date': 'Present', 'location': 'Saïda', 'responsibilities': 'transition proactive e-markets, cultivate robust methodologies, matrix bleeding-edge mindshare'}, {'company': 'Gomes Lecomte S.A.R.L.', 'job_title': 'Facilities Manager', 'department': 'Operations', 'sector': 'Fisheries', 'start_date': '1993-07-07', 'end_date': '1996-12-14', 'location': 'Tiaret', 'responsibilities': 'exploit extensible synergies, engage magnetic methodologies'}, {'company': 'Pinto', 'job_title': 'Operations Manager', 'department': 'Operations', 'sector': 'Media & Entertainment', 'start_date': '1990-08-18', 'end_date': '1992-01-05', 'location': 'Sétif', 'responsibilities': 'facilitate leading-edge applications, expedite real-time methodologies'}, {'company': 'Chartier Martel S.A.S.', 'job_title': 'Facilities Manager', 'department': 'Operations', 'sector': 'Pharmaceuticals', 'start_date': '1987-09-23', 'end_date': '1989-03-03', 'location': 'Illizi', 'responsibilities': 'empower real-time architectures, incentivize efficient experiences'}]"
ميلاء,Male,1989-12-22,35,ميلاء@laposte.net,+213417744045,"126, rue Raymond Barre
81426 GrenierVille",Biskra,Security Analyst,Cybersecurity,Information Technology,Lead,11,Master,Freelance,Stage,"Ethical Hacking, Team Leadership, Cryptography, Report Writing, SOC Operations, Negotiation, Network Security, Communication, Arabic/French Bilingual, Problem Solving","{'French': 'Intermediate', 'German': 'Basic', 'Spanish': 'Native', 'English': 'Fluent'}",126000,Not looking,,{'twitter': 'twitter.com/ميلاء612'},"[{'degree': 'Master', 'institution': 'University of Djelfa', 'field_of_study': ""directeur d'office de tourisme"", 'start_year': 2011, 'end_year': 2013, 'grade': 'Good'}, {'degree': 'Bac', 'institution': 'Lelièvre Dumas SA High School', 'field_study': 'Science', 'start_year': 2005, 'end_year': 2008, 'grade': 'Excellent'}]","[{'company': 'Marion S.A.', 'job_title': 'Security Analyst', 'department': 'Cybersecurity', 'sector': 'Information Technology', 'start_date': '2021-01-01', 'end_date': 'Present', 'location': 'Annaba', 'responsibilities': 'synergize scalable e-tailers, morph visionary supply-chains, generate synergistic infrastructures'}, {'company': 'Clerc', 'job_title': 'Team Leader', 'department': 'General Management', 'sector': 'Construction', 'start_date': '2017-10-03', 'end_date': '2020-07-19', 'location': 'Blida', 'responsibilities': 'matrix cross-media convergence, brand distributed applications'}, {'company': 'Richard', 'job_title': 'General Director', 'department': 'Pediatric Care', 'sector': 'Healthcare', 'start_date': '2014-01-17', 'end_date': '2016-05-22', 'location': 'Oran', 'responsibilities': 'architect virtual channels, evolve e-business content'}, {'company': 'Nicolas S.A.R.L.', 'job_title': 'Operations Supervisor', 'department': 'Pipeline Management', 'sector': 'Energy & Petroleum', 'start_date': '2011-07-20', 'end_date': '2013-09-24', 'location': 'Mostaganem', 'responsibilities': 'monetize impactful niches, reinvent next-generation initiatives'}]"
تقيّ الدّين,Female,1979-07-08,45,تقيّ الدّين@orange.fr,+213161817890,"avenue Roger
52125 Raymond-sur-Pasquier",Naama,Team Leader,General Management,Public Sector,Mid,23,Bac,Full-Time,Freelance,"Negotiation, Adaptability, Presentation Skills, Critical Thinking, Time Management, Strategic Planning, Project Management, Conflict Resolution, Arabic/French Bilingual, Communication, Team Leadership, Teamwork","{'German': 'Fluent', 'Arabic': 'Fluent'}",72000,Open to offers,2025-06-13,{},"[{'degree': 'Bac', 'institution': 'University of Bejaia', 'field_of_study': 'bibliothécaire', 'start_year': 1997, 'end_year': 1998, 'grade': 'Excellent'}]","[{'company': 'Petit', 'job_title': 'Team Leader', 'department': 'General Management', 'sector': 'Public Sector', 'start_date': '2012-03-07', 'end_date': 'Present', 'location': 'Skikda', 'responsibilities': 'repurpose magnetic eyeballs, innovate wireless paradigms, benchmark cross-media content'}, {'company': 'Delannoy', 'job_title': 'Supply Chain Manager', 'department': 'Operations', 'sector': 'Construction', 'start_date': '2009-06-17', 'end_date': '2011-09-27', 'location': 'Tébessa', 'responsibilities': 'transition user-centric functionalities, morph end-to-end relationships'}, {'company': 'Schneider', 'job_title': 'Team Leader', 'department': 'General Management', 'sector': 'Transport & Logistics', 'start_date': '2005-06-24', 'end_date': '2008-03-27', 'location': 'Chlef', 'responsibilities': 'reinvent leading-edge convergence, grow wireless mindshare'}, {'company': 'Roche S.A.', 'job_title': 'Operations Manager', 'department': 'General Management', 'sector': 'Transport & Logistics', 'start_date': '2001-10-04', 'end_date': '2004-12-05', 'location': 'El Oued', 'responsibilities': 'exploit e-business partnerships, monetize magnetic e-tailers'}, {'company': 'Dubois', 'job_title': 'Operations Manager', 'department': 'Food Processing', 'sector': 'Agriculture', 'start_date': '1998-10-13', 'end_date': '2000-04-16', 'location': 'Constantine', 'responsibilities': 'aggregate viral methodologies, productize one-to-one bandwidth'}]"
فاتح,Female,1988-07-26,36,فاتح@tiscali.fr,+213772601793,"291, boulevard Alex Lelièvre
95537 Ledoux",Illizi,General Director,Pediatric Care,Healthcare,Mid,12,Master,Part-Time,Freelance,"Microsoft Office, Report Writing, Communication, Problem Solving, Arabic/French Bilingual, Team Leadership, Time Management, Critical Thinking, Presentation Skills, Strategic Planning, Teamwork","{'Arabic': 'Intermediate', 'Spanish': 'Intermediate'}",93000,Actively looking,2025-07-07,"{'linkedin': 'linkedin.com/in/فاتح-987', 'facebook': 'facebook.com/فاتح.97', 'twitter': 'twitter.com/فاتح241'}","[{'degree': 'Master', 'institution': 'University of El Oued', 'field_of_study': ""journaliste reporter d'images"", 'start_year': 2010, 'end_year': 2012, 'grade': 'Very Good'}, {'degree': 'Bac', 'institution': 'Perrot S.A.S. High School', 'field_study': 'Mathematics', 'start_year': 2004, 'end_year': 2007, 'grade': 'Excellent'}]","[{'company': 'Pascal', 'job_title': 'General Director', 'department': 'Pediatric Care', 'sector': 'Healthcare', 'start_date': '2017-03-11', 'end_date': 'Present', 'location': 'Chlef', 'responsibilities': 'whiteboard plug-and-play functionalities, deploy enterprise experiences, innovate transparent initiatives'}, {'company': 'Torres Morvan S.A.S.', 'job_title': 'Administrative Manager', 'department': 'General Management', 'sector': 'Manufacturing', 'start_date': '2015-11-01', 'end_date': '2016-10-09', 'location': 'Annaba', 'responsibilities': 'deliver ubiquitous initiatives, expedite web-enabled action-items'}, {'company': 'Leblanc', 'job_title': 'Project Manager', 'department': 'General Management', 'sector': 'Pharmaceuticals', 'start_date': '2013-04-22', 'end_date': '2014-07-14', 'location': 'Tlemcen', 'responsibilities': 'incubate global mindshare, transition front-end models'}, {'company': 'Pires Collin et Fils', 'job_title': 'Team Leader', 'department': 'General Management', 'sector': 'Media & Entertainment', 'start_date': '2011-09-03', 'end_date': '2012-02-05', 'location': 'Blida', 'responsibilities': 're-intermediate visionary infrastructures, grow revolutionary markets'}, {'company': 'Rodrigues', 'job_title': 'Project Manager', 'department': 'General Management', 'sector': 'Tourism & Hospitality', 'start_date': '2009-11-22', 'end_date': '2010-05-14', 'location': 'Naama', 'responsibilities': 'morph global schemas, re-contextualize sticky interfaces'}]"
ضحى,Male,1974-07-18,50,ضحى@tele2.fr,+213839120772,"5, boulevard de Lemaire
87473 Pages",Biskra,Department Director,Medical Research,Healthcare,Junior,28,Licence,Full-Time,CDI,"Teamwork, Microsoft Office, Clinical Trials, Project Management, Biostatistics, Strategic Planning, Research Ethics, Medical Writing, Problem Solving, Arabic/French Bilingual, Communication, Epidemiology","{'Spanish': 'Fluent', 'Tamazight': 'Native', 'Arabic': 'Native', 'English': 'Intermediate'}",82000,Not looking,,{'linkedin': 'linkedin.com/in/ضحى-918'},"[{'degree': 'Licence', 'institution': 'University of Annaba', 'field_of_study': 'technicien qualité', 'start_year': 1993, 'end_year': 1996, 'grade': 'Very Good'}, {'degree': 'Bac', 'institution': 'Laporte High School', 'field_study': 'Literature', 'start_year': 1990, 'end_year': 1993, 'grade': 'Excellent'}]","[{'company': 'Fernandez et Fils', 'job_title': 'Department Director', 'department': 'Medical Research', 'sector': 'Healthcare', 'start_date': '2014-11-25', 'end_date': 'Present', 'location': 'Djanet', 'responsibilities': 'envisioneer clicks-and-mortar infrastructures, unleash world-class mindshare, scale integrated e-services'}, {'company': 'Poirier', 'job_title': 'Department Director', 'department': 'General Management', 'sector': 'Public Sector', 'start_date': '2011-06-14', 'end_date': '2013-11-21', 'location': 'El Oued', 'responsibilities': 'engineer innovative e-tailers, matrix intuitive architectures'}, {'company': 'David', 'job_title': 'Operations Manager', 'department': 'Investment Management', 'sector': 'Banking & Finance', 'start_date': '2008-02-16', 'end_date': '2010-11-06', 'location': 'Tamanrasset', 'responsibilities': 'implement world-class experiences, benchmark collaborative solutions'}, {'company': 'Rivière SA', 'job_title': 'Supply Chain Manager', 'department': 'Operations', 'sector': 'E-Commerce', 'start_date': '2006-07-07', 'end_date': '2007-09-02', 'location': 'Mostaganem', 'responsibilities': 'innovate B2C systems, evolve scalable synergies'}, {'company': 'Mendès', 'job_title': 'Supply Chain Manager', 'department': 'Operations', 'sector': 'Manufacturing', 'start_date': '2001-08-19', 'end_date': '2005-07-12', 'location': 'Tamanrasset', 'responsibilities': 'grow killer paradigms, envisioneer visionary e-tailers'}, {'company': 'Lévy et Fils', 'job_title': 'Supply Chain Manager', 'department': 'Operations', 'sector': 'Media & Entertainment', 'start_date': '1997-04-25', 'end_date': '2000-09-18', 'location': 'Oran', 'responsibilities': 'scale cross-platform vortals, maximize e-business functionalities'}]"
عزّت,Male,1984-06-06,40,عزّت@tiscali.fr,+213860862668,"5, rue Chauvin
56866 Coulon-sur-Mer",Béchar,Administrative Manager,General Management,Fisheries,Senior,18,Licence,Freelance,Stage,"Report Writing, Negotiation, Adaptability, Team Leadership, Conflict Resolution, Strategic Planning, Problem Solving, Communication, Arabic/French Bilingual, Critical Thinking, Microsoft Office, Presentation Skills","{'English': 'Fluent', 'Arabic': 'Basic', 'Tamazight': 'Intermediate'}",93000,Open to offers,2025-04-27,"{'linkedin': 'linkedin.com/in/عزّت-666', 'twitter': 'twitter.com/عزّت666'}","[{'degree': 'Licence', 'institution': 'University of Algiers', 'field_of_study': 'ingénieur méthodes mécaniques', 'start_year': 2003, 'end_year': 2006, 'grade': 'Good'}, {'degree': 'Bac', 'institution': 'Guillot SA High School', 'field_study': 'Technical', 'start_year': 2000, 'end_year': 2003, 'grade': 'Average'}]","[{'company': 'Michel et Fils', 'job_title': 'Administrative Manager', 'department': 'General Management', 'sector': 'Fisheries', 'start_date': '2011-06-13', 'end_date': 'Present', 'location': 'Aïn Témouchent', 'responsibilities': 'innovate B2C relationships, utilize viral eyeballs, streamline holistic content'}, {'company': 'Lecomte S.A.S.', 'job_title': 'Administrative Manager', 'department': 'General Management', 'sector': 'Public Sector', 'start_date': '2007-06-24', 'end_date': '2010-12-03', 'location': 'Ghardaïa', 'responsibilities': 'optimize end-to-end users, implement real-time architectures'}, {'company': 'Delattre Mace S.A.S.', 'job_title': 'Project Manager', 'department': 'General Management', 'sector': 'Public Sector', 'start_date': '2005-03-12', 'end_date': '2006-03-13', 'location': 'Aïn Témouchent', 'responsibilities': 'strategize B2C communities, generate efficient applications'}]"
سجا,Female,1965-07-27,59,سجا@wanadoo.fr,+213604149956,"boulevard Leblanc
59775 HamelVille",Jijel,Team Leader,Pharmaceutical Development,Healthcare,Chief,37,Ingénieur d'État,Part-Time,Stage,"Project Management, Time Management, Presentation Skills, Adaptability, Team Leadership, Problem Solving, Negotiation, Arabic/French Bilingual, Critical Thinking, Communication, Conflict Resolution, Report Writing","{'Spanish': 'Intermediate', 'English': 'Basic', 'German': 'Basic'}",184000,Not looking,,"{'linkedin': 'linkedin.com/in/سجا-606', 'facebook': 'facebook.com/سجا.14', 'twitter': 'twitter.com/سجا612'}","[{'degree': ""Ingénieur d'État"", 'institution': 'University of Tlemcen', 'field_of_study': 'réflexologue', 'start_year': 1986, 'end_year': 1989, 'grade': 'Good'}, {'degree': 'Bac', 'institution': 'Alves High School', 'field_study': 'Technical', 'start_year': 1981, 'end_year': 1984, 'grade': 'Very Good'}]","[{'company': 'Boucher Gimenez S.A.R.L.', 'job_title': 'Team Leader', 'department': 'Pharmaceutical Development', 'sector': 'Healthcare', 'start_date': '2008-07-28', 'end_date': 'Present', 'location': 'Tindouf', 'responsibilities': 'drive killer methodologies, syndicate scalable e-services, benchmark front-end systems'}, {'company': 'Paris', 'job_title': 'Supply Chain Manager', 'department': 'Operations', 'sector': 'Tourism & Hospitality', 'start_date': '2006-05-21', 'end_date': '2007-07-05', 'location': 'Sétif', 'responsibilities': 'seize front-end communities, synthesize compelling ROI'}, {'company': 'Dumas', 'job_title': 'Project Manager', 'department': 'General Management', 'sector': 'Media & Entertainment', 'start_date': '2003-02-03', 'end_date': '2005-08-27', 'location': 'Mostaganem', 'responsibilities': 'expedite synergistic synergies, morph cutting-edge synergies'}, {'company': 'Chevallier Diaz S.A.R.L.', 'job_title': 'Logistics Coordinator', 'department': 'Operations', 'sector': 'Fisheries', 'start_date': '1998-05-05', 'end_date': '2002-09-04', 'location': 'Illizi', 'responsibilities': 'optimize dynamic action-items, target seamless models'}, {'company': 'Rocher S.A.S.', 'job_title': 'Supply Chain Manager', 'department': 'Operations', 'sector': 'Manufacturing', 'start_date': '1996-03-08', 'end_date': '1997-11-05', 'location': 'Biskra', 'responsibilities': 'innovate proactive models, maximize scalable info-mediaries'}, {'company': 'Nicolas Neveu S.A.R.L.', 'job_title': 'Logistics Coordinator', 'department': 'Operations', 'sector': 'Pharmaceuticals', 'start_date': '1994-10-28', 'end_date': '1995-08-05', 'location': 'Béchar', 'responsibilities': 'disintermediate dynamic relationships, utilize B2C e-markets'}]"
نصر,Male,1995-09-23,29,نصر@wanadoo.fr,+213062688090,"9, rue de Le Gall
08916 TurpinVille",Annaba,Team Leader,General Management,Transport & Logistics,Mid,7,Ingénieur d'État,Freelance,Stage,"Strategic Planning, Negotiation, Microsoft Office, Adaptability, Communication, Time Management, Presentation Skills, Project Management","{'German': 'Fluent', 'Tamazight': 'Fluent', 'Arabic': 'Basic', 'Spanish': 'Native'}",109000,Not looking,,"{'linkedin': 'linkedin.com/in/نصر-672', 'facebook': 'facebook.com/نصر.42'}","[{'degree': ""Ingénieur d'État"", 'institution': 'University of Bejaia', 'field_of_study': 'consultant en informatique décisionnelle', 'start_year': 2016, 'end_year': 2019, 'grade': 'Good'}, {'degree': 'Bac', 'institution': 'Durand High School', 'field_study': 'Literature', 'start_year': 2011, 'end_year': 2014, 'grade': 'Excellent'}]","[{'company': 'Boucher', 'job_title': 'Team Leader', 'department': 'General Management', 'sector': 'Transport & Logistics', 'start_date': '2023-06-28', 'end_date': 'Present', 'location': 'Djanet', 'responsibilities': 'cultivate holistic e-business, expedite rich users, strategize real-time content'}, {'company': 'Lejeune', 'job_title': 'Administrative Manager', 'department': 'General Management', 'sector': 'E-Commerce', 'start_date': '2021-11-03', 'end_date': '2022-10-08', 'location': 'Blida', 'responsibilities': 'engineer magnetic functionalities, redefine virtual partnerships'}]"
جوين,Male,1992-01-25,33,جوين@bouygtel.fr,+213231723482,"rue Claudine Joly
16196 Sainte Marie-sur-Mer",Adrar,Operations Manager,General Management,Media & Entertainment,Chief,11,Licence,Contract,Alternance,"Report Writing, Microsoft Office, Arabic/French Bilingual, Problem Solving, Project Management, Adaptability, Conflict Resolution, Teamwork, Team Leadership, Strategic Planning","{'German': 'Native', 'Spanish': 'Basic', 'English': 'Fluent', 'French': 'Fluent'}",82000,Recently employed,,"{'linkedin': 'linkedin.com/in/جوين-436', 'twitter': 'twitter.com/جوين663'}","[{'degree': 'Licence', 'institution': 'National Polytechnic School of Algiers', 'field_of_study': 'accessoiriste', 'start_year': 2010, 'end_year': 2013, 'grade': 'Excellent'}, {'degree': 'Bac', 'institution': 'Chauveau High School', 'field_study': 'Mathematics', 'start_year': 2007, 'end_year': 2010, 'grade': 'Average'}]","[{'company': 'Marchand', 'job_title': 'Operations Manager', 'department': 'General Management', 'sector': 'Media & Entertainment', 'start_date': '2019-01-07', 'end_date': 'Present', 'location': 'In Salah', 'responsibilities': 'envisioneer viral platforms, facilitate end-to-end action-items, embrace seamless metrics'}]"
فلاح,Male,1993-11-04,31,فلاح@orange.fr,+213829505157,"11, rue de Delahaye
43589 Mahe-la-Forêt",Annaba,Logistics Coordinator,Operations,Transport & Logistics,Junior,9,Ingénieur d'État,Part-Time,Alternance,"Negotiation, Presentation Skills, Time Management, Team Leadership, Teamwork, Project Management, Report Writing, Microsoft Office, Arabic/French Bilingual","{'Arabic': 'Intermediate', 'French': 'Basic', 'German': 'Native', 'English': 'Fluent'}",88000,Recently employed,,"{'linkedin': 'linkedin.com/in/فلاح-817', 'facebook': 'facebook.com/فلاح.57', 'twitter': 'twitter.com/فلاح3'}","[{'degree': ""Ingénieur d'État"", 'institution': 'University of Oran', 'field_of_study': 'chaudronnier', 'start_year': 2014, 'end_year': 2017, 'grade': 'Excellent'}, {'degree': 'Bac', 'institution': 'Masson High School', 'field_study': 'Literature', 'start_year': 2009, 'end_year': 2012, 'grade': 'Very Good'}]","[{'company': 'Peltier', 'job_title': 'Logistics Coordinator', 'department': 'Operations', 'sector': 'Transport & Logistics', 'start_date': '2018-03-18', 'end_date': 'Present', 'location': 'Timimoun', 'responsibilities': 'incubate 24/365 users, harness world-class portals, streamline out-of-the-box bandwidth'}, {'company': 'Lefort SA', 'job_title': 'Project Manager', 'department': 'General Management', 'sector': 'Mining', 'start_date': '2016-10-09', 'end_date': '2017-12-02', 'location': 'Constantine', 'responsibilities': 'syndicate front-end functionalities, generate leading-edge solutions'}]"
بشرى,Female,1969-11-29,55,بشرى@dbmail.com,+213067569453,"boulevard Élise Poulain
23577 Guibert-la-Forêt",Mostaganem,Project Manager,Export Operations,Agriculture,Mid,33,Bac,Internship,CDD,"Presentation Skills, Time Management, Strategic Planning, Team Leadership, Teamwork, Arabic/French Bilingual, Conflict Resolution, Microsoft Office, Problem Solving, Negotiation, Report Writing, Project Management","{'Spanish': 'Native', 'English': 'Fluent', 'Tamazight': 'Basic'}",88000,Recently employed,,"{'linkedin': 'linkedin.com/in/بشرى-832', 'twitter': 'twitter.com/بشرى993'}","[{'degree': 'Bac', 'institution': 'University of Mostaganem', 'field_of_study': ""architecte d'intérieur"", 'start_year': 1987, 'end_year': 1988, 'grade': 'Excellent'}]","[{'company': 'Guichard S.A.R.L.', 'job_title': 'Project Manager', 'department': 'Export Operations', 'sector': 'Agriculture', 'start_date': '2021-02-05', 'end_date': 'Present', 'location': 'Mostaganem', 'responsibilities': 'leverage magnetic convergence, generate enterprise relationships, re-contextualize holistic paradigms'}, {'company': 'Colas', 'job_title': 'Operations Manager', 'department': 'General Management', 'sector': 'Pharmaceuticals', 'start_date': '2016-04-22', 'end_date': '2020-01-09', 'location': 'Béjaïa', 'responsibilities': 'generate customized action-items, streamline killer portals'}, {'company': 'Lopez Gautier et Fils', 'job_title': 'Department Director', 'department': 'General Management', 'sector': 'Aerospace & Defense', 'start_date': '2011-08-27', 'end_date': '2015-10-24', 'location': 'In Salah', 'responsibilities': 'deploy user-centric mindshare, enable 24/7 communities'}]"
قصي,Male,1995-10-08,29,قصي@ifrance.com,+213351061132,"70, chemin Alexandria Bernier
32509 Potier",Batna,Safety Training Coordinator,"HSE (Health, Safety, Environment)",Energy & Petroleum,Chief,7,Licence,Internship,Alternance,"Critical Thinking, Conflict Resolution, Problem Solving, Presentation Skills, Team Leadership, Arabic/French Bilingual, Adaptability, Negotiation","{'English': 'Fluent', 'Tamazight': 'Basic'}",82000,Recently employed,,{'facebook': 'facebook.com/قصي.86'},"[{'degree': 'Licence', 'institution': 'University of Biskra', 'field_of_study': ""chargé d'études en marketing"", 'start_year': 2014, 'end_year': 2017, 'grade': 'Good'}, {'degree': 'Bac', 'institution': 'Legendre Pascal SA High School', 'field_study': 'Technical', 'start_year': 2011, 'end_year': 2014, 'grade': 'Very Good'}]","[{'company': 'Poirier SA', 'job_title': 'Safety Training Coordinator', 'department': 'HSE (Health, Safety, Environment)', 'sector': 'Energy & Petroleum', 'start_date': '2022-05-17', 'end_date': 'Present', 'location': 'Sétif', 'responsibilities': 'deliver vertical networks, utilize leading-edge synergies, maximize front-end web-readiness'}, {'company': 'Guillon S.A.R.L.', 'job_title': 'Administrative Manager', 'department': 'General Management', 'sector': 'Pharmaceuticals', 'start_date': '2020-04-11', 'end_date': '2021-10-06', 'location': 'Illizi', 'responsibilities': 'integrate transparent mindshare, brand real-time metrics'}, {'company': 'Moreau SA', 'job_title': 'Department Director', 'department': 'General Management', 'sector': 'E-Commerce', 'start_date': '2016-07-16', 'end_date': '2019-10-16', 'location': 'Ghardaïa', 'responsibilities': 'synergize killer applications, leverage out-of-the-box deliverables'}]"
مُتوكّل,Female,2000-09-30,24,مُتوكّل@orange.fr,+213896300793,"247, chemin Gabrielle Marchand
95540 Daniel",Tlemcen,Operations Manager,Medical Equipment Maintenance,Healthcare,Junior,2,Ingénieur d'État,Internship,Alternance,"Microsoft Office, Team Leadership, Negotiation, Time Management, Report Writing, Arabic/French Bilingual","{'Arabic': 'Intermediate', 'Tamazight': 'Native', 'French': 'Intermediate', 'German': 'Native'}",74000,Actively looking,2025-05-21,{'facebook': 'facebook.com/مُتوكّل.30'},"[{'degree': ""Ingénieur d'État"", 'institution': 'University of Batna', 'field_of_study': 'sommelier', 'start_year': 2021, 'end_year': 2024, 'grade': 'Very Good'}, {'degree': 'Bac', 'institution': 'Aubry S.A. High School', 'field_study': 'Literature', 'start_year': 2016, 'end_year': 2019, 'grade': 'Excellent'}]","[{'company': 'Lucas S.A.', 'job_title': 'Operations Manager', 'department': 'Medical Equipment Maintenance', 'sector': 'Healthcare', 'start_date': '2023-09-10', 'end_date': 'Present', 'location': 'Tamanrasset', 'responsibilities': 'scale viral web-readiness, exploit frictionless deliverables, engineer intuitive info-mediaries'}]"
فرج,Male,2002-02-27,23,فرج@free.fr,+213412639078,"55, chemin Gabriel Lebrun
97463 Mullerboeuf",Tizi Ouzou,Administrative Manager,General Management,Telecommunications,Chief,0,Doctorat,Full-Time,Stage,"Project Management, Presentation Skills, Problem Solving, Time Management, Strategic Planning","{'English': 'Fluent', 'German': 'Intermediate'}",141000,Open to offers,2025-07-14,{},"[{'degree': 'Doctorat', 'institution': 'University of Algiers', 'field_of_study': 'ouvrier forestier forestière', 'start_year': 2025, 'end_year': 2030, 'grade': 'Very Good'}, {'degree': 'Bac', 'institution': 'Roger et Fils High School', 'field_study': 'Technical', 'start_year': 2017, 'end_year': 2020, 'grade': 'Good'}]","[{'company': 'Thomas S.A.R.L.', 'job_title': 'Administrative Manager', 'department': 'General Management', 'sector': 'Telecommunications', 'start_date': '2024-11-26', 'end_date': 'Present', 'location': 'Batna', 'responsibilities': 'monetize open-source ROI, repurpose next-generation relationships, aggregate B2C info-mediaries'}]"
سديم,Male,1990-04-15,35,سديم@tele2.fr,+213398695295,"9, avenue de Bernier
51177 Leroynec",Tindouf,Geologist,Exploration & Production,Energy & Petroleum,Mid,13,Licence,Part-Time,Freelance,"Critical Thinking, Report Writing, Arabic/French Bilingual, Conflict Resolution, Enhanced Oil Recovery, Communication, Team Leadership, Petrel Software, Time Management, Presentation Skills, Project Management","{'Tamazight': 'Native', 'English': 'Native', 'German': 'Basic'}",64000,Actively looking,2025-05-24,{'linkedin': 'linkedin.com/in/سديم-112'},"[{'degree': 'Licence', 'institution': 'University of Constantine', 'field_of_study': 'ingénieur structures', 'start_year': 2008, 'end_year': 2011, 'grade': 'Good'}, {'degree': 'Bac', 'institution': 'Besson High School', 'field_study': 'Technical', 'start_year': 2005, 'end_year': 2008, 'grade': 'Average'}]","[{'company': 'Menard', 'job_title': 'Geologist', 'department': 'Exploration & Production', 'sector': 'Energy & Petroleum', 'start_date': '2020-06-09', 'end_date': 'Present', 'location': 'Djanet', 'responsibilities': 'innovate strategic technologies, extend 24/365 infrastructures, syndicate virtual web-readiness'}, {'company': 'Gosselin et Fils', 'job_title': 'Team Leader', 'department': 'General Management', 'sector': 'Retail', 'start_date': '2015-04-06', 'end_date': '2019-07-10', 'location': 'Annaba', 'responsibilities': 'whiteboard cross-platform schemas, whiteboard visionary relationships'}, {'company': 'Renault Bouvier S.A.', 'job_title': 'Department Director', 'department': 'Export Operations', 'sector': 'Agriculture', 'start_date': '2011-12-19', 'end_date': '2014-03-10', 'location': 'Djanet', 'responsibilities': 'generate strategic mindshare, enable world-class e-markets'}, {'company': 'Grégoire', 'job_title': 'Operations Manager', 'department': 'General Management', 'sector': 'Aerospace & Defense', 'start_date': '2009-09-10', 'end_date': '2010-09-04', 'location': 'Béjaïa', 'responsibilities': 'orchestrate compelling models, strategize enterprise interfaces'}]"
هاشم,Female,1991-11-18,33,هاشم@bouygtel.fr,+213686756780,"6, rue de Louis
71525 Lebon",Ouargla,Project Manager,General Management,Public Sector,Senior,5,Doctorat,Internship,CDD,"Report Writing, Critical Thinking, Microsoft Office, Conflict Resolution, Negotiation, Teamwork, Time Management","{'Tamazight': 'Basic', 'German': 'Fluent', 'French': 'Native'}",148000,Open to offers,2025-07-16,{'twitter': 'twitter.com/هاشم311'},"[{'degree': 'Doctorat', 'institution': 'University of Boumerdes', 'field_of_study': 'responsable des produits structurés actions', 'start_year': 2015, 'end_year': 2020, 'grade': 'Average'}, {'degree': 'Bac', 'institution': 'Riou High School', 'field_study': 'Technical', 'start_year': 2007, 'end_year': 2010, 'grade': 'Excellent'}]","[{'company': 'Michel Bonnin et Fils', 'job_title': 'Project Manager', 'department': 'General Management', 'sector': 'Public Sector', 'start_date': '2022-03-05', 'end_date': 'Present', 'location': 'Constantine', 'responsibilities': 'scale virtual e-tailers, utilize 24/365 e-services, evolve holistic e-business'}, {'company': 'Diaz', 'job_title': 'Security Consultant', 'department': 'Cybersecurity', 'sector': 'Information Technology', 'start_date': '2020-07-06', 'end_date': '2021-10-24', 'location': 'Tindouf', 'responsibilities': 'streamline world-class eyeballs, transition customized paradigms'}, {'company': 'Mary', 'job_title': 'Production Supervisor', 'department': 'Operations', 'sector': 'Transport & Logistics', 'start_date': '2018-07-15', 'end_date': '2019-08-15', 'location': 'Tamanrasset', 'responsibilities': 'seize out-of-the-box initiatives, maximize clicks-and-mortar relationships'}]"
