first_name,gender,birth_date,age,email,phone,address,city,current_job_title,department,sector,seniority_level,years_experience,highest_education,employment_type,contract_type,technical_skills,language_proficiency,current_salary_dzd,job_seeking_status,availability_date,social_media,education_history,work_history
زيد,Male,2003-03-04,22,زيد@dbmail.com,+213462791524,"6, rue Hamel
09383 Maillot-sur-Albert",Naama,Logistics Coordinator,Operations,E-Commerce,Senior,0,Doctorat,Full-Time,Freelance,"Problem Solving, Strategic Planning, Team Leadership, Arabic/French Bilingual, Negotiation","{'Arabic': 'Native', 'German': 'Fluent', 'French': 'Fluent'}",122000,Open to offers,2025-05-20,{'linkedin': 'linkedin.com/in/زيد-731'},"[{'degree': 'Doctorat', 'institution': 'University of Annaba', 'field_of_study': 'accompagnateur de tourisme équestre', 'start_year': 2026, 'end_year': 2031, 'grade': 'Average'}, {'degree': 'Bac', 'institution': 'Bazin High School', 'field_study': 'Mathematics', 'start_year': 2018, 'end_year': 2021, 'grade': 'Very Good'}]","[{'company': 'Lévy Guillet S.A.S.', 'job_title': 'Logistics Coordinator', 'department': 'Operations', 'sector': 'E-Commerce', 'start_date': '2024-08-08', 'end_date': 'Present', 'location': 'Tlemcen', 'responsibilities': 'optimize 24/7 solutions, deploy next-generation networks, expedite collaborative solutions'}]"
عبد الغني,Male,1992-11-20,32,عبد الغني@club-internet.fr,+213967824721,"rue Ollivier
22108 Vaillant-sur-Mer",Saïda,Facilities Manager,Operations,Construction,Junior,8,Master,Part-Time,Freelance,"Strategic Planning, Teamwork, Adaptability, Time Management, Negotiation, Conflict Resolution, Critical Thinking, Microsoft Office, Presentation Skills","{'English': 'Intermediate', 'Spanish': 'Basic', 'Tamazight': 'Basic', 'German': 'Native'}",66000,Not looking,,"{'linkedin': 'linkedin.com/in/عبد الغني-543', 'facebook': 'facebook.com/عبد الغني.41', 'twitter': 'twitter.com/عبد الغني341'}","[{'degree': 'Master', 'institution': 'University of Boumerdes', 'field_of_study': 'contrôleur aérien aérienne', 'start_year': 2014, 'end_year': 2016, 'grade': 'Good'}, {'degree': 'Bac', 'institution': 'Pineau Fontaine S.A.S. High School', 'field_study': 'Technical', 'start_year': 2008, 'end_year': 2011, 'grade': 'Average'}]","[{'company': 'Bouvier Colin S.A.', 'job_title': 'Facilities Manager', 'department': 'Operations', 'sector': 'Construction', 'start_date': '2021-08-22', 'end_date': 'Present', 'location': 'Djanet', 'responsibilities': 'engineer bricks-and-clicks e-services, architect visionary info-mediaries, brand user-centric e-services'}]"
عاتب,Male,1992-01-17,33,عاتب@tiscali.fr,+213183590212,"54, rue Raymond Marchand
64876 Goncalves",Adrar,Security Consultant,Cybersecurity,Information Technology,Lead,11,Licence,Internship,Freelance,"Time Management, Teamwork, Team Leadership, Report Writing, Strategic Planning, Firewall Configuration, Communication, Incident Response, SOC Operations, Presentation Skills","{'Arabic': 'Native', 'Spanish': 'Basic', 'Tamazight': 'Basic', 'German': 'Native'}",107000,Recently employed,,"{'linkedin': 'linkedin.com/in/عاتب-732', 'twitter': 'twitter.com/عاتب796'}","[{'degree': 'Licence', 'institution': 'University of Chlef', 'field_of_study': 'aérodynamicien', 'start_year': 2010, 'end_year': 2013, 'grade': 'Very Good'}, {'degree': 'Bac', 'institution': 'Martins High School', 'field_study': 'Science', 'start_year': 2007, 'end_year': 2010, 'grade': 'Very Good'}]","[{'company': 'Boulay', 'job_title': 'Security Consultant', 'department': 'Cybersecurity', 'sector': 'Information Technology', 'start_date': '2024-01-11', 'end_date': 'Present', 'location': 'Annaba', 'responsibilities': 're-intermediate enterprise niches, aggregate compelling technologies, synergize frictionless e-business'}, {'company': 'Cohen Regnier S.A.', 'job_title': 'Technical Support Engineer', 'department': 'IT Support', 'sector': 'Information Technology', 'start_date': '2019-07-14', 'end_date': '2023-01-11', 'location': 'Laghouat', 'responsibilities': 'iterate transparent initiatives, visualize compelling users'}]"
رؤوف,Female,1989-10-27,35,رؤوف@club-internet.fr,+213833849600,"44, rue Daniel Vallet
32541 Godard",El Oued,Operations Manager,Operations,Manufacturing,Senior,7,Doctorat,Contract,Freelance,"Negotiation, Team Leadership, Microsoft Office, Teamwork, Time Management, Strategic Planning, Problem Solving, Presentation Skills","{'Spanish': 'Native', 'Tamazight': 'Native', 'French': 'Fluent', 'German': 'Intermediate'}",119000,Actively looking,2025-05-22,"{'linkedin': 'linkedin.com/in/رؤوف-373', 'facebook': 'facebook.com/رؤوف.35'}","[{'degree': 'Doctorat', 'institution': 'University of Mostaganem', 'field_of_study': 'installateur en télécoms', 'start_year': 2013, 'end_year': 2018, 'grade': 'Excellent'}, {'degree': 'Bac', 'institution': 'Guillet High School', 'field_study': 'Science', 'start_year': 2005, 'end_year': 2008, 'grade': 'Average'}]","[{'company': 'Marques Jacob S.A.S.', 'job_title': 'Operations Manager', 'department': 'Operations', 'sector': 'Manufacturing', 'start_date': '2023-07-21', 'end_date': 'Present', 'location': 'Tindouf', 'responsibilities': 'incubate world-class platforms, strategize enterprise web services, cultivate B2C synergies'}]"
دارين,Male,1967-09-29,57,دارين@ifrance.com,+213010817974,"chemin Pierre Delahaye
22711 Caron",Timimoun,Operations Manager,Operations,Public Sector,Junior,35,Licence,Freelance,Freelance,"Conflict Resolution, Adaptability, Negotiation, Presentation Skills, Time Management, Report Writing, Project Management, Strategic Planning, Critical Thinking, Communication, Teamwork, Team Leadership","{'English': 'Native', 'Arabic': 'Fluent', 'German': 'Intermediate', 'French': 'Fluent'}",115000,Recently employed,,"{'linkedin': 'linkedin.com/in/دارين-685', 'facebook': 'facebook.com/دارين.74'}","[{'degree': 'Licence', 'institution': 'University of Oran', 'field_of_study': 'consultant', 'start_year': 1986, 'end_year': 1989, 'grade': 'Very Good'}, {'degree': 'Bac', 'institution': 'Charles Raymond SA High School', 'field_study': 'Science', 'start_year': 1983, 'end_year': 1986, 'grade': 'Average'}]","[{'company': 'Fernandez Vaillant S.A.R.L.', 'job_title': 'Operations Manager', 'department': 'Operations', 'sector': 'Public Sector', 'start_date': '1995-06-24', 'end_date': 'Present', 'location': 'Illizi', 'responsibilities': 'benchmark visionary channels, syndicate transparent eyeballs, exploit cross-platform communities'}, {'company': 'Gros', 'job_title': 'Facilities Manager', 'department': 'Operations', 'sector': 'Telecommunications', 'start_date': '1992-11-25', 'end_date': '1994-04-14', 'location': 'Timimoun', 'responsibilities': 'incubate global users, benchmark seamless e-markets'}, {'company': 'Vallet', 'job_title': 'General Director', 'department': 'Pediatric Care', 'sector': 'Healthcare', 'start_date': '1990-07-03', 'end_date': '1991-01-25', 'location': 'Jijel', 'responsibilities': 'strategize open-source relationships, synthesize back-end web-readiness'}, {'company': 'Faivre Traore S.A.R.L.', 'job_title': 'Operations Manager', 'department': 'Investment Management', 'sector': 'Banking & Finance', 'start_date': '1987-07-21', 'end_date': '1989-04-20', 'location': 'Skikda', 'responsibilities': 'expedite B2C networks, revolutionize open-source web-readiness'}]"
يعقوب,Male,1981-02-15,44,يعقوب@voila.fr,+213860717221,"48, avenue de Camus
61683 Sainte Véronique-sur-Mer",El Tarf,General Director,General Management,Public Sector,Senior,22,Licence,Freelance,Alternance,"Conflict Resolution, Communication, Critical Thinking, Presentation Skills, Microsoft Office, Negotiation, Strategic Planning, Project Management, Arabic/French Bilingual, Teamwork, Time Management, Adaptability","{'Arabic': 'Intermediate', 'English': 'Fluent', 'Spanish': 'Intermediate', 'Tamazight': 'Native'}",108000,Actively looking,2025-06-08,"{'linkedin': 'linkedin.com/in/يعقوب-968', 'facebook': 'facebook.com/يعقوب.68'}","[{'degree': 'Licence', 'institution': 'University of Constantine', 'field_of_study': ""clerc d'huissier"", 'start_year': 1999, 'end_year': 2002, 'grade': 'Good'}, {'degree': 'Bac', 'institution': 'Mercier Dumas S.A.S. High School', 'field_study': 'Literature', 'start_year': 1996, 'end_year': 1999, 'grade': 'Average'}]","[{'company': 'Dumas S.A.S.', 'job_title': 'General Director', 'department': 'General Management', 'sector': 'Public Sector', 'start_date': '2017-09-01', 'end_date': 'Present', 'location': 'Tizi Ouzou', 'responsibilities': 'strategize 24/7 relationships, matrix e-business bandwidth, expedite 24/365 deliverables'}, {'company': 'Chevalier', 'job_title': 'Supply Chain Manager', 'department': 'Operations', 'sector': 'E-Commerce', 'start_date': '2014-05-26', 'end_date': '2016-04-28', 'location': 'Biskra', 'responsibilities': 'scale synergistic e-markets, revolutionize B2C content'}, {'company': 'Guillet', 'job_title': 'Supply Chain Manager', 'department': 'Operations', 'sector': 'Transport & Logistics', 'start_date': '2010-05-04', 'end_date': '2013-03-18', 'location': 'Blida', 'responsibilities': 'aggregate integrated niches, drive killer e-commerce'}, {'company': 'Meyer S.A.', 'job_title': 'Production Supervisor', 'department': 'Operations', 'sector': 'Construction', 'start_date': '2007-10-07', 'end_date': '2009-09-17', 'location': 'Adrar', 'responsibilities': 'deploy extensible portals, reinvent wireless convergence'}, {'company': 'Seguin Merle S.A.', 'job_title': 'Project Manager', 'department': 'General Management', 'sector': 'Telecommunications', 'start_date': '2004-08-03', 'end_date': '2006-06-13', 'location': 'Illizi', 'responsibilities': 'strategize real-time technologies, extend strategic initiatives'}, {'company': 'Fischer', 'job_title': 'Production Supervisor', 'department': 'Operations', 'sector': 'Fisheries', 'start_date': '1999-11-21', 'end_date': '2003-07-17', 'location': ""M'sila"", 'responsibilities': 'grow real-time info-mediaries, redefine seamless portals'}]"
غازي,Male,1975-11-07,49,غازي@free.fr,+213045613318,"178, boulevard Hoareau
87168 Arnaud-les-Bains",Annaba,Logistics Coordinator,Operations,Transport & Logistics,Lead,21,Doctorat,Full-Time,Alternance,"Arabic/French Bilingual, Time Management, Teamwork, Team Leadership, Microsoft Office, Problem Solving, Negotiation, Conflict Resolution, Report Writing, Strategic Planning, Adaptability, Communication","{'Spanish': 'Native', 'Tamazight': 'Fluent', 'German': 'Intermediate'}",145000,Actively looking,2025-05-31,{},"[{'degree': 'Doctorat', 'institution': 'University of El Oued', 'field_of_study': 'mouleur-noyauteur', 'start_year': 1999, 'end_year': 2004, 'grade': 'Very Good'}, {'degree': 'Bac', 'institution': 'Blanc Blanchet SA High School', 'field_study': 'Technical', 'start_year': 1991, 'end_year': 1994, 'grade': 'Excellent'}]","[{'company': 'Gaillard', 'job_title': 'Logistics Coordinator', 'department': 'Operations', 'sector': 'Transport & Logistics', 'start_date': '2024-07-06', 'end_date': 'Present', 'location': 'Tamanrasset', 'responsibilities': 'leverage transparent content, mesh world-class web-readiness, expedite integrated convergence'}, {'company': 'Auger SA', 'job_title': 'Department Director', 'department': 'General Management', 'sector': 'Aerospace & Defense', 'start_date': '2020-12-16', 'end_date': '2023-02-08', 'location': 'Adrar', 'responsibilities': 'architect B2B niches, envisioneer proactive partnerships'}, {'company': 'Cohen SARL', 'job_title': 'Wellsite Manager', 'department': 'Drilling Operations', 'sector': 'Energy & Petroleum', 'start_date': '2015-02-12', 'end_date': '2019-09-02', 'location': 'In Salah', 'responsibilities': 'seize interactive web services, whiteboard enterprise metrics'}, {'company': 'Besson S.A.', 'job_title': 'Refinery Manager', 'department': 'Refining & Processing', 'sector': 'Energy & Petroleum', 'start_date': '2010-09-05', 'end_date': '2014-05-20', 'location': 'Mostaganem', 'responsibilities': 'enhance bricks-and-clicks schemas, orchestrate front-end systems'}, {'company': 'Blin S.A.S.', 'job_title': 'Department Director', 'department': 'Accounting & Auditing', 'sector': 'Banking & Finance', 'start_date': '2006-02-25', 'end_date': '2009-07-25', 'location': 'Tiaret', 'responsibilities': 'visualize vertical applications, optimize innovative solutions'}, {'company': 'Becker', 'job_title': 'Operations Manager', 'department': 'Operations', 'sector': 'Fisheries', 'start_date': '2002-08-12', 'end_date': '2005-09-11', 'location': 'Blida', 'responsibilities': 'iterate wireless ROI, re-contextualize collaborative e-markets'}]"
رواء,Male,2001-10-04,23,رواء@hotmail.fr,+213296222437,"7, avenue Auguste Rousset
30830 Teixeiradan",Illizi,Operations Manager,Operations,Media & Entertainment,Junior,1,Ingénieur d'État,Contract,CDD,"Microsoft Office, Teamwork, Presentation Skills, Strategic Planning, Arabic/French Bilingual","{'French': 'Intermediate', 'English': 'Intermediate'}",79000,Not looking,,{'linkedin': 'linkedin.com/in/رواء-645'},"[{'degree': ""Ingénieur d'État"", 'institution': 'University of Chlef', 'field_of_study': 'technicien de la circulation ferroviaire SNCF', 'start_year': 2022, 'end_year': 2025, 'grade': 'Excellent'}, {'degree': 'Bac', 'institution': 'Garnier High School', 'field_study': 'Literature', 'start_year': 2017, 'end_year': 2020, 'grade': 'Good'}]","[{'company': 'Perrin', 'job_title': 'Operations Manager', 'department': 'Operations', 'sector': 'Media & Entertainment', 'start_date': '2024-11-02', 'end_date': 'Present', 'location': 'Djanet', 'responsibilities': 'unleash frictionless solutions, incubate scalable networks, empower bleeding-edge e-business'}]"
نبيل,Female,1970-01-12,55,نبيل@tiscali.fr,+213223424605,"1, boulevard Roger Regnier
57981 Parent",Annaba,Administrative Manager,General Management,Fisheries,Senior,27,Doctorat,Freelance,Stage,"Microsoft Office, Presentation Skills, Negotiation, Critical Thinking, Communication, Problem Solving, Conflict Resolution, Strategic Planning, Time Management, Arabic/French Bilingual, Team Leadership, Report Writing","{'French': 'Fluent', 'English': 'Native', 'German': 'Fluent'}",203000,Recently employed,,{'facebook': 'facebook.com/نبيل.13'},"[{'degree': 'Doctorat', 'institution': 'University of Mostaganem', 'field_of_study': 'énergéticien', 'start_year': 1993, 'end_year': 1998, 'grade': 'Good'}, {'degree': 'Bac', 'institution': 'Georges High School', 'field_study': 'Mathematics', 'start_year': 1985, 'end_year': 1988, 'grade': 'Average'}]","[{'company': 'Peltier', 'job_title': 'Administrative Manager', 'department': 'General Management', 'sector': 'Fisheries', 'start_date': '2024-11-15', 'end_date': 'Present', 'location': 'Béjaïa', 'responsibilities': 'scale dynamic methodologies, generate bleeding-edge experiences, enhance enterprise e-commerce'}, {'company': 'Marie', 'job_title': 'Risk Assessment Specialist', 'department': 'HSE (Health, Safety, Environment)', 'sector': 'Energy & Petroleum', 'start_date': '2022-12-12', 'end_date': '2023-07-19', 'location': 'Timimoun', 'responsibilities': 're-intermediate virtual users, e-enable killer e-services'}, {'company': 'Julien', 'job_title': 'General Director', 'department': 'General Management', 'sector': 'Telecommunications', 'start_date': '2020-03-01', 'end_date': '2021-02-23', 'location': 'Laghouat', 'responsibilities': 'innovate real-time networks, transform compelling applications'}, {'company': 'Wagner', 'job_title': 'Facilities Manager', 'department': 'Operations', 'sector': 'E-Commerce', 'start_date': '2018-11-22', 'end_date': '2019-05-25', 'location': 'Tlemcen', 'responsibilities': 'iterate sticky paradigms, optimize rich portals'}, {'company': 'Paris', 'job_title': 'Operations Manager', 'department': 'Hospital Administration', 'sector': 'Healthcare', 'start_date': '2014-05-09', 'end_date': '2017-01-11', 'location': 'Oran', 'responsibilities': 'matrix revolutionary deliverables, morph out-of-the-box schemas'}, {'company': 'Barbe', 'job_title': 'Operations Manager', 'department': 'Operations', 'sector': 'Manufacturing', 'start_date': '2012-12-12', 'end_date': '2013-07-28', 'location': ""M'sila"", 'responsibilities': 'aggregate virtual info-mediaries, reinvent scalable vortals'}]"
ليم,Male,2000-12-12,24,ليم@noos.fr,+213284415475,"boulevard Dupuis
10922 Sainte Éléonore-sur-Mer",Annaba,Facilities Manager,Operations,Aerospace & Defense,Chief,2,Bac,Full-Time,Alternance,"Time Management, Presentation Skills, Negotiation, Teamwork, Problem Solving, Communication","{'Tamazight': 'Native', 'Spanish': 'Intermediate', 'German': 'Intermediate'}",51000,Open to offers,2025-05-02,"{'linkedin': 'linkedin.com/in/ليم-413', 'twitter': 'twitter.com/ليم634'}","[{'degree': 'Bac', 'institution': 'University of Annaba', 'field_of_study': 'conseiller en génétique', 'start_year': 2018, 'end_year': 2019, 'grade': 'Excellent'}]","[{'company': 'Loiseau Benoit et Fils', 'job_title': 'Facilities Manager', 'department': 'Operations', 'sector': 'Aerospace & Defense', 'start_date': '2023-01-13', 'end_date': 'Present', 'location': 'Annaba', 'responsibilities': 'disintermediate cross-platform e-tailers, whiteboard B2B architectures, envisioneer vertical synergies'}]"
رسمي,Female,2002-04-07,23,رسمي@gmail.com,+213542488479,"93, boulevard Hamon
55885 Schneider",Algiers,Wellsite Manager,Drilling Operations,Energy & Petroleum,Lead,0,Master,Full-Time,Stage,"Negotiation, Critical Thinking, Microsoft Office, Project Management, Presentation Skills","{'Tamazight': 'Native', 'Spanish': 'Basic', 'English': 'Fluent', 'German': 'Fluent'}",105000,Open to offers,2025-07-13,{},"[{'degree': 'Master', 'institution': 'University of El Oued', 'field_of_study': ""psychologue de l'Éducation nationale spécialité éducation, développement et apprentissages"", 'start_year': 2023, 'end_year': 2025, 'grade': 'Excellent'}, {'degree': 'Bac', 'institution': 'Millet Laroche et Fils High School', 'field_study': 'Science', 'start_year': 2017, 'end_year': 2020, 'grade': 'Very Good'}]","[{'company': 'Dijoux Ledoux SARL', 'job_title': 'Wellsite Manager', 'department': 'Drilling Operations', 'sector': 'Energy & Petroleum', 'start_date': '2024-05-09', 'end_date': 'Present', 'location': 'Sétif', 'responsibilities': 'exploit wireless e-services, orchestrate killer e-services, re-contextualize granular supply-chains'}]"
ريم,Female,1991-08-09,33,ريم@sfr.fr,+213261833423,"27, boulevard Charles Fontaine
10799 Schneider-sur-Poulain",Djanet,Department Director,General Management,Media & Entertainment,Chief,11,Bac,Full-Time,CDD,"Time Management, Microsoft Office, Communication, Arabic/French Bilingual, Adaptability, Project Management, Teamwork, Report Writing, Presentation Skills, Strategic Planning","{'Arabic': 'Basic', 'Spanish': 'Intermediate', 'French': 'Intermediate', 'Tamazight': 'Native'}",77000,Open to offers,2025-05-06,{'linkedin': 'linkedin.com/in/ريم-962'},"[{'degree': 'Bac', 'institution': 'National Polytechnic School of Algiers', 'field_of_study': 'responsable du back office', 'start_year': 2009, 'end_year': 2010, 'grade': 'Good'}]","[{'company': 'Hardy', 'job_title': 'Department Director', 'department': 'General Management', 'sector': 'Media & Entertainment', 'start_date': '2021-11-06', 'end_date': 'Present', 'location': 'Constantine', 'responsibilities': 'streamline B2B markets, mesh value-added partnerships, mesh dynamic platforms'}, {'company': 'Berthelot', 'job_title': 'Team Leader', 'department': 'Food Processing', 'sector': 'Agriculture', 'start_date': '2019-06-20', 'end_date': '2020-11-24', 'location': 'El Tarf', 'responsibilities': 'optimize value-added partnerships, facilitate real-time functionalities'}, {'company': 'De Oliveira Dupuy S.A.R.L.', 'job_title': 'Department Director', 'department': 'Retail Banking', 'sector': 'Banking & Finance', 'start_date': '2017-12-02', 'end_date': '2018-11-18', 'location': 'Algiers', 'responsibilities': 'incentivize viral web services, leverage best-of-breed web-readiness'}, {'company': 'Rousset Dupuy S.A.S.', 'job_title': 'Operations Manager', 'department': 'General Management', 'sector': 'Media & Entertainment', 'start_date': '2015-10-15', 'end_date': '2016-07-21', 'location': 'Oran', 'responsibilities': 'harness customized communities, empower open-source architectures'}, {'company': 'Allard', 'job_title': 'Supply Chain Manager', 'department': 'Operations', 'sector': 'Mining', 'start_date': '2011-01-08', 'end_date': '2014-10-27', 'location': 'Mostaganem', 'responsibilities': 'empower scalable partnerships, monetize rich supply-chains'}]"
حمدان,Female,1966-01-08,59,حمدان@tiscali.fr,+213097771175,"boulevard Roland Clément
06960 Sainte LorraineBourg",Annaba,Facilities Manager,Operations,Public Sector,Senior,35,Master,Part-Time,Alternance,"Arabic/French Bilingual, Negotiation, Time Management, Critical Thinking, Adaptability, Problem Solving, Report Writing, Teamwork, Microsoft Office, Strategic Planning, Presentation Skills, Team Leadership","{'German': 'Intermediate', 'Arabic': 'Fluent'}",169000,Not looking,,{'facebook': 'facebook.com/حمدان.36'},"[{'degree': 'Master', 'institution': 'University of Tiaret', 'field_of_study': 'agronome', 'start_year': 1987, 'end_year': 1989, 'grade': 'Average'}, {'degree': 'Bac', 'institution': 'Martinez S.A.R.L. High School', 'field_study': 'Mathematics', 'start_year': 1981, 'end_year': 1984, 'grade': 'Very Good'}]","[{'company': 'Didier Meyer S.A.S.', 'job_title': 'Facilities Manager', 'department': 'Operations', 'sector': 'Public Sector', 'start_date': '1996-03-21', 'end_date': 'Present', 'location': 'Béchar', 'responsibilities': 'maximize revolutionary action-items, e-enable cross-media e-business, matrix back-end deliverables'}, {'company': 'Guillet et Fils', 'job_title': 'Project Manager', 'department': 'General Management', 'sector': 'Tourism & Hospitality', 'start_date': '1994-04-17', 'end_date': '1995-10-22', 'location': 'Béjaïa', 'responsibilities': 'transform world-class mindshare, repurpose 24/7 platforms'}, {'company': 'Leleu S.A.', 'job_title': 'Production Supervisor', 'department': 'Operations', 'sector': 'Renewable Energy', 'start_date': '1989-11-09', 'end_date': '1993-09-18', 'location': 'Biskra', 'responsibilities': 'generate mission-critical paradigms, orchestrate plug-and-play e-business'}, {'company': 'Guillot Gautier S.A.', 'job_title': 'Penetration Tester', 'department': 'Cybersecurity', 'sector': 'Information Technology', 'start_date': '1987-11-18', 'end_date': '1988-08-27', 'location': 'In Salah', 'responsibilities': 're-intermediate integrated e-markets, envisioneer bleeding-edge initiatives'}]"
قحطان,Male,1969-06-17,55,قحطان@dbmail.com,+213738114433,"90, boulevard Ribeiro
71992 CarlierBourg",Béchar,Operations Supervisor,Refining & Processing,Energy & Petroleum,Junior,27,Doctorat,Freelance,CDI,"Project Management, Critical Thinking, Report Writing, Teamwork, Communication, Strategic Planning, Presentation Skills, Negotiation, Time Management, Microsoft Office, Problem Solving, Team Leadership","{'Spanish': 'Native', 'French': 'Native'}",132000,Actively looking,2025-06-16,"{'linkedin': 'linkedin.com/in/قحطان-919', 'facebook': 'facebook.com/قحطان.40'}","[{'degree': 'Doctorat', 'institution': 'University of Constantine', 'field_of_study': 'médecin de secours en montagne', 'start_year': 1993, 'end_year': 1998, 'grade': 'Excellent'}, {'degree': 'Bac', 'institution': 'Laine High School', 'field_study': 'Technical', 'start_year': 1985, 'end_year': 1988, 'grade': 'Very Good'}]","[{'company': 'Girard Mercier S.A.', 'job_title': 'Operations Supervisor', 'department': 'Refining & Processing', 'sector': 'Energy & Petroleum', 'start_date': '2016-07-19', 'end_date': 'Present', 'location': 'Béjaïa', 'responsibilities': 'envisioneer rich web services, incentivize end-to-end mindshare, empower seamless partnerships'}, {'company': 'Gay', 'job_title': 'Operations Manager', 'department': 'Operations', 'sector': 'Public Sector', 'start_date': '2014-06-10', 'end_date': '2015-12-06', 'location': 'Annaba', 'responsibilities': 'utilize vertical synergies, aggregate front-end deliverables'}, {'company': 'Collin SA', 'job_title': 'Supply Chain Manager', 'department': 'Operations', 'sector': 'Public Sector', 'start_date': '2011-08-02', 'end_date': '2013-05-23', 'location': 'Batna', 'responsibilities': 'aggregate 24/7 web services, evolve open-source e-services'}, {'company': 'Martin', 'job_title': 'Supply Chain Manager', 'department': 'Operations', 'sector': 'Mining', 'start_date': '2006-10-23', 'end_date': '2010-11-26', 'location': 'Béjaïa', 'responsibilities': 'maximize end-to-end e-commerce, envisioneer bleeding-edge e-tailers'}, {'company': 'Ledoux', 'job_title': 'Facilities Manager', 'department': 'Operations', 'sector': 'Retail', 'start_date': '2001-02-20', 'end_date': '2005-12-04', 'location': 'Aïn Témouchent', 'responsibilities': 'grow enterprise markets, leverage turn-key synergies'}, {'company': 'Auger et Fils', 'job_title': 'Operations Manager', 'department': 'Operations', 'sector': 'Public Sector', 'start_date': '1996-06-25', 'end_date': '2000-07-15', 'location': 'Tizi Ouzou', 'responsibilities': 'iterate wireless systems, transition compelling communities'}]"
شوقي,Male,1997-12-05,27,شوقي@voila.fr,+213788170804,"rue Marchal
52873 Bousquet-les-Bains",El Tarf,Team Leader,Retail Banking,Banking & Finance,Lead,5,Licence,Part-Time,Freelance,"Report Writing, Strategic Planning, Arabic/French Bilingual, Teamwork, Time Management, Critical Thinking, Communication","{'Arabic': 'Basic', 'German': 'Basic'}",107000,Not looking,,"{'linkedin': 'linkedin.com/in/شوقي-832', 'facebook': 'facebook.com/شوقي.46', 'twitter': 'twitter.com/شوقي209'}","[{'degree': 'Licence', 'institution': 'University of Science and Technology Houari Boumediene', 'field_of_study': 'glaciologue', 'start_year': 2016, 'end_year': 2019, 'grade': 'Average'}, {'degree': 'Bac', 'institution': 'Mercier High School', 'field_study': 'Technical', 'start_year': 2013, 'end_year': 2016, 'grade': 'Good'}]","[{'company': 'Gilles', 'job_title': 'Team Leader', 'department': 'Retail Banking', 'sector': 'Banking & Finance', 'start_date': '2022-01-13', 'end_date': 'Present', 'location': 'Béjaïa', 'responsibilities': 'streamline one-to-one schemas, engineer intuitive e-business, monetize frictionless models'}, {'company': 'Jacob Collin SARL', 'job_title': 'Department Director', 'department': 'FinTech Innovation', 'sector': 'Banking & Finance', 'start_date': '2019-12-07', 'end_date': '2021-07-25', 'location': 'Ouargla', 'responsibilities': 'enhance leading-edge info-mediaries, maximize impactful mindshare'}]"
محفوظ,Female,1969-12-25,55,محفوظ@laposte.net,+213960445205,"4, avenue Jean Jacquot
92756 Roche",Tindouf,Facilities Manager,Operations,Public Sector,Junior,33,Ingénieur d'État,Full-Time,Alternance,"Arabic/French Bilingual, Negotiation, Teamwork, Project Management, Communication, Strategic Planning, Report Writing, Adaptability, Conflict Resolution, Critical Thinking, Presentation Skills, Microsoft Office","{'Spanish': 'Basic', 'German': 'Fluent', 'Tamazight': 'Basic'}",119000,Recently employed,,"{'linkedin': 'linkedin.com/in/محفوظ-495', 'facebook': 'facebook.com/محفوظ.50'}","[{'degree': ""Ingénieur d'État"", 'institution': 'University of Tlemcen', 'field_of_study': 'glaciologue', 'start_year': 1990, 'end_year': 1993, 'grade': 'Good'}, {'degree': 'Bac', 'institution': 'Besnard Caron S.A. High School', 'field_study': 'Literature', 'start_year': 1985, 'end_year': 1988, 'grade': 'Excellent'}]","[{'company': 'Lacroix', 'job_title': 'Facilities Manager', 'department': 'Operations', 'sector': 'Public Sector', 'start_date': '2017-10-27', 'end_date': 'Present', 'location': 'Saïda', 'responsibilities': 'maximize next-generation applications, e-enable killer schemas, deliver robust channels'}, {'company': 'Courtois SA', 'job_title': 'General Director', 'department': 'General Management', 'sector': 'Mining', 'start_date': '2015-03-09', 'end_date': '2016-09-04', 'location': 'Djanet', 'responsibilities': 'evolve ubiquitous schemas, incubate dynamic synergies'}, {'company': 'Coulon S.A.R.L.', 'job_title': 'Administrative Manager', 'department': 'Food Processing', 'sector': 'Agriculture', 'start_date': '2012-11-04', 'end_date': '2014-05-28', 'location': 'Djanet', 'responsibilities': 'evolve impactful technologies, whiteboard extensible e-business'}, {'company': 'Samson Ferrand S.A.R.L.', 'job_title': 'Production Supervisor', 'department': 'Operations', 'sector': 'Transport & Logistics', 'start_date': '2007-04-07', 'end_date': '2011-01-11', 'location': 'Laghouat', 'responsibilities': 'incentivize scalable metrics, aggregate viral action-items'}, {'company': 'Chauvin Lenoir et Fils', 'job_title': 'General Director', 'department': 'General Management', 'sector': 'Construction', 'start_date': '2002-01-08', 'end_date': '2006-08-14', 'location': 'Béchar', 'responsibilities': 'aggregate robust vortals, exploit next-generation infrastructures'}, {'company': 'Bonnet', 'job_title': 'Production Supervisor', 'department': 'Operations', 'sector': 'Telecommunications', 'start_date': '2000-01-21', 'end_date': '2001-07-18', 'location': 'Tizi Ouzou', 'responsibilities': 'deliver dot-com e-business, engage wireless networks'}]"
